Make Year,Time Counter  (Sec), Trip Duration (min), Latitude (deg), Longitude (deg), Input voltage read by the scan tool (V),Engine Power (HP), Hard Brake Count, Hard Accel Count, Idling Count, Seconds Idling (sec), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Roll (deg), Pitch (deg), Magnetometer X (µT), Magnetometer Y (µT), Magnetometer Z (µT), Calculated load value (%),Engine RPM (RPM), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V), Bearing (deg),Vehicle Speed (KmpH),GPS Speed (kmpH),Instant Fuel Economy (KmpL),Fuel Rate (LpH),Trip Distance (Km),Trip Fuel( L),Acceleration X (m/sec^2),Acceleration Y (m/sec^2),Acceleration Z (m/sec^2),Acceleration G X (m/sec^2),Acceleration G Y (m/sec^2),Acceleration G Z (m/sec^2),Engine Coolant Temp (°C),Intake Manifold Absolute Pressure (mmHg),Intake Air temperature (°C),Distance Travelled MIL Activated (km),Mass Air Flow Rate (g/min),Boost (KPa),Acceleration (m/sec^2),Engine Torque (Kg/m),Altitude (m),Horizontal Accuracy GPS (m)
Chrysler 2021,2549.664,42.97067,41.58812,-93.20055,14.2,25.01013,0,0,3,71,0.4989013,1.264526,-0.5401154,6.265059,38.64516,-12.81367,2.742596,45.4942,56.47059,1931,23.13725,0.155,0.725,89.19231,112.9997115396,112.863536,16.3652380496,6.90487931657,60.4145592264,3.573701103684,-0.2149347533242,0.0771122755522,-0.1875702986661,-7.37952786697,0.987948738091,6.31164537143,91,585.050392,3.88888888888889,0,1245.10455,-20.0000095438,-3.32232E-16,101.2318905392,276.83981208,4.689969792
Chrysler 2021,2550.673,42.99773,41.58812,-93.20016,14.2,28.055,0,0,3,71,0.06390381,-0.6920624,0.83815,6.5082,38.51799,-13.90903,2.090939,43.63361,53.72549,1920,23.52941,0.45,0.705,89.79689,112.9997115396,113.353328,14.58907994928,7.74552045691,60.471272368,3.577737107826,-0.00579937852277,-0.346590131503,-0.2207751062454,-7.42653122918,1.418454852108,6.35041605863,91,667.557466,3.88888888888889,0,1396.69069928,-9.0000060184,-3.32232E-16,114.2070087632,276.83210064,4.69724232
Chrysler 2021,2551.668,43.00964,41.58812,-93.19978,14.2,28.37023,0,0,3,71,-6.065903,1.021973,3.557404,6.412323,37.87781,-15.35979,1.728825,44.13904,50.58823,1918,22.7451,0.055,0.705,90.88265,112.9997115396,113.676032,14.42698104496,7.83254703281,60.4968769674,3.57947233977,0.508869841515,-0.2874464845028,-1.175082226444,-8.01061833747,1.35229230864,7.58595129621,91,675.058086,3.88888888888889,0,1412.3840061,-8.00000381752,-3.32232E-16,115.6106710384,276.47755728,4.696065792
Chrysler 2021,2552.676,43.02335,41.58812,-93.1994,14.2,28.97047,0,0,3,71,-1.435211,0.909317,1.726318,6.265356,38.4277,-15.47687,0.65065,42.27615,47.45098,1924,19.60784,0.78,0.705,93.07321,113.9997232288,113.430992,14.25309289752,7.99826471179,60.519150233,3.581066375921,0.76719630904,0.430751783623,-0.2772620162893,-8.09384729853,0.598307903746,6.81490230253,91,690.059326,3.88888888888889,0,1442.26606171,-6.000002173664,0.19754569584,117.68852932,276.28586856,4.696120656
Chrysler 2021,2553.672,43.0374,41.58811,-93.19904,14.2,27.79757,0,0,3,71,-1.487991,-0.2278747,1.229019,6.470993,39.40245,-14.28136,1.219334,40.06519,40.39216,1919,19.21569,0.35,0.705,94.3823,112.9997115396,112.75464,14.72419071248,7.67444559875,60.5501944016,3.583060151368,-0.0789520848683,-0.1636584468554,0.01214151923425,-7.21442021328,1.292865867272,6.47630496765,91,660.056846,3.88888888888889,0,1383.87451383,-10.00000132452,0.05714673864,113.218022272,276.4644204,4.687010184
Chrysler 2021,2554.667,43.06127,41.58808,-93.19866,14.2,19.78676,0,0,3,71,-0.09840393,-0.7894592,1.613785,7.010816,40.47305,-14.27539,0.6974487,40.83301,20.39216,1899,11.76471,0.8,0.705,96.5283,112.9997115396,112.028144,20.68538557144,5.46279330838,60.5936948618,3.585528617229,-0.0887325088762,-0.2554012008877,0.2313220742882,-7.12939902234,1.599279569363,6.33005839984,91,472.540584,3.88888888888889,0,985.06412454,-35.00001497796,-3.32232E-16,81.4391690784,276.22192152,4.675766112
Chrysler 2021,2555.672,43.07735,41.58804,-93.19829,14.1,7.170871,0,0,3,71,-5.579208,4.259216,1.063004,6.829834,40.66572,-15.65073,0.1202927,44.48154,18.82353,1877,14.11765,0.78,0.705,98.79388,111.9997159438,111.02392,56.5725516192,1.979758452311,60.6174487202,3.58596810333,0.97700302938,-0.330683481716,-0.678827488717,-8.24293461166,1.687296954133,7.29914574725,91,172.5148442,3.88888888888889,0,356.994743652,-75.0000271708,-0.18193731456,29.8601089792,275.62326384,4.666997016
Chrysler 2021,2556.67,43.09063,41.58799,-93.19792,14.1,11.40211,0,0,3,71,-5.208252,-0.1778107,1.106339,6.949334,40.32733,-16.58572,-1.136616,42.44131,29.01961,1948,16.47059,0.115,0.685,99.71662,110.9997364414,110.435872,35.26124779376,3.147932192901,60.6501987892,3.586899692731,0.02349864833505,-0.2258814373984,0.1124361511238,-7.10050693555,1.428484329013,6.35745086571,91,277.523956,3.88888888888889,0,567.64248396,-61.00002393752,-0.3127068168,45.7488212592,275.57361192,4.667734632
Chrysler 2021,2557.672,43.11415,41.58794,-93.19756,14.2,22.14306,0,0,3,71,-0.9952087,3.477753,1.202637,6.785899,40.31546,-16.11855,-2.310764,40.96304,40.78431,1879,19.21569,0.095,0.685,101.7784,110.9997364414,110.173904,18.15704144912,6.11333115852,60.6926531784,3.58900021674,0.731993622346,0.1087992655918,-0.363943976438,-8.04459755295,0.995583088738,6.7497876649,91,502.543318,3.88888888888889,0,1102.37066316,-31.0000130692,-3.32232E-16,92.1074160784,275.67553704,4.674912672
Chrysler 2021,2558.671,43.13063,41.58788,-93.1972,14.2,27.76441,0,0,3,71,-1.130585,-1.050751,-0.9168548,6.370877,40.49488,-16.938,-2.422661,41.02924,52.94118,1881,24.31373,0.27,0.685,103.4942,110.9997364414,110.336128,14.48086379552,7.66529247737,60.7141861476,3.590562455447,0.0459805110142,0.330253712306,-0.0449305020493,-7.57277779699,0.902027164997,6.65024270631,91,675.058086,3.88888888888889,0,1382.22344623,-8.00000381752,-3.32232E-16,115.367446168,275.15295744,4.675635048
Chrysler 2021,2559.668,43.14475,41.58781,-93.19684,14.2,28.4116,0,0,3,71,-2.802826,-0.2033234,0.9998016,6.287669,40.64523,-16.13203,-3.260635,39.71207,52.15686,1878,23.13725,0.665,0.685,105.4061,110.9997364414,110.747392,14.15099881736,7.84397140019,60.74856165,3.592833322906,0.690484602962,0.0804077534841,-0.2155425569983,-8.08336824015,0.908463952515,6.62195107749,91,690.059326,3.88888888888889,0,1414.44375829,-6.000002173664,-3.32232E-16,118.2452797392,275.44763808,4.680383832
Chrysler 2021,2560.67,43.15742,41.58774,-93.19648,14.1,28.05796,0,0,3,71,3.550979,-6.711411,0.5600433,6.083227,40.90836,-15.05751,-3.327374,38.87976,54.11765,1886,23.92157,0.115,0.665,106.3612,110.9997364414,111.022544,14.32935947968,7.74633432006,60.7712050638,3.5945874819,-0.998407070003,0.000638271277259,0.628215587468,-6.16465204117,0.888405608307,5.80434982708,91,682.558706,3.88888888888889,0,1396.83766244,-7.00000161664,-3.32232E-16,116.2781405616,275.64331968,4.685510568
Chrysler 2021,2561.669,43.16794,41.58765,-93.19612,14.1,28.17748,0,0,3,71,-3.240387,3.855042,2.412857,6.091633,41.00275,-16.60934,-3.415829,39.82944,52.15686,1877,22.7451,0.175,0.665,108.0821,110.9997364414,111.220784,14.268576642,7.77933552444,60.7934783294,3.595978620075,0.405139660394,-0.2128401913323,-0.2570428590737,-7.6533092692,1.144224478005,6.72897890063,91,682.558706,3.88888888888889,0,1402.78830965,-7.00000161664,-3.32232E-16,117.333379936,275.8164156,4.693087896
Chrysler 2021,2562.671,43.19813,41.58755,-93.19577,14.1,27.60203,0,0,3,71,-0.5594788,3.180023,0.6904449,5.842325,41.00827,-17.82797,-4.036678,41.93784,58.03922,1889,21.56863,0.78,0.665,110.0326,111.9997159438,111.60152,14.69727484584,7.62046186674,60.8500949106,3.599870400096,-0.2761182505368,-0.435693522236,-0.1712746008827,-7.04542329883,1.474438870982,6.75442673612,89,667.557466,3.88888888888889,0,1374.14001884,-9.0000060184,0.12116674776,114.2070087632,275.93312352,4.693014744
Chrysler 2021,2563.67,43.21041,41.58745,-93.19543,14.1,27.60203,0,0,3,71,3.497894,-4.278854,-2.099884,5.78841,41.226,-17.87347,-4.936157,42.76385,55.29412,1897,23.92157,0.055,0.665,112.6158,111.9997159438,111.911408,14.69727484584,7.62046186674,60.869825419,3.601280465321,-0.673103325937,-0.090589295608,0.528908678459,-6.64320789923,1.203800576664,5.87186020057,89,667.557466,3.88888888888889,0,1374.14001884,-9.0000060184,0.12116674776,113.7253955424,275.99713152,4.699897128
Chrysler 2021,2564.67,43.2248,41.58734,-93.19508,14.1,28.34183,0,0,3,71,-1.7621,-3.661148,-1.13797,5.537702,41.35715,-17.68193,-5.754181,41.71115,58.03922,1897,23.13725,0.565,0.665,114.2802,111.9997159438,112.24768,14.31363765456,7.8247074487,60.894770189,3.602951723836,0.56023338203,-0.324093684096,-0.1984732133167,-8.09938248469,1.416209687942,6.73511759277,89,682.558706,3.88888888888889,0,1410.96971248,-7.00000161664,-3.32232E-16,116.773459736,276.03788328,4.69984836
Chrysler 2021,2565.667,43.24056,41.58722,-93.19474,14.1,27.71893,0,0,3,71,-0.1776886,4.211884,-1.272232,5.318327,42.71707,-17.4873,-6.876221,41.62619,51.37255,1899,22.7451,0.76,0.665,115.5473,112.9997115396,112.204624,14.76596536192,7.6527362724,60.9201655742,3.604791811637,0.2082990831537,0.449677792116,-0.1714538543508,-7.55271884318,0.706233670632,6.68721506761,89,667.557466,3.88888888888889,0,1379.95957854,-9.0000060184,0.1716592452,114.086735672,276.1257876,4.70021412
Chrysler 2021,2566.67,43.25391,41.58709,-93.1944,14.1,27.1246,0,0,3,71,2.636017,-0.2296448,-0.5762329,6.000832,41.54293,-17.29434,-7.187847,39.47018,41.96078,1901,20.39216,0.29,0.665,116.3311,112.9997115396,112.165792,15.08950419736,7.48865010513,60.9533340716,3.606871515891,0.0453533219965,0.0904801158898,0.2769974185412,-7.48925013095,1.059799782622,6.04879108505,89,652.556226,3.88888888888889,0,1350.37144925,-11.0000035254,0.1716592452,111.5231122032,276.45963504,4.69457532
Chrysler 2021,2567.672,43.28051,41.58696,-93.19407,14.2,27.15317,0,0,3,71,2.024124,-2.012985,-1.040894,6.644616,40.44548,-16.3631,-4.926266,39.6817,37.64706,1893,13.72549,0.725,0.685,116.5948,111.9997159438,112.110224,14.94023188752,7.49653889957,61.001710832,3.610157630312,-0.509069181369,-0.349298288388,0.782994754472,-7.01263890327,1.578472633899,5.25064833048,89,652.556226,3.88888888888889,0,1351.7934539,-11.0000035254,-0.18608323464,112.1123789184,276.2759016,4.6971966
Chrysler 2021,2568.665,43.29456,41.58683,-93.19374,14.1,14.60722,0,0,3,71,0.506134,3.666611,1.257034,6.970711,40.04809,-16.95041,-4.527603,41.19147,25.09804,1882,14.90196,0.84,0.685,116.5965,111.9997159438,111.504672,27.77220018768,4.03280925596,61.0258992122,3.611042280629,0.1605056767517,0.165486521333,-0.1016962135679,-7.76976763528,1.147068576136,6.06675300798,89,352.53041,3.88888888888889,0,727.20592057,-51.00001571824,-3.32232E-16,60.6640834384,276.2823024,4.696507752
Chrysler 2021,2569.668,43.31033,41.5867,-93.19341,14.1,18.53916,0,0,3,71,-2.96759,-0.03939819,0.1772766,6.742938,39.92579,-16.33136,-5.299591,44.18817,39.21569,1884,23.92157,0.035,0.685,116.344,110.9997364414,111.079664,21.68666771448,5.11835128166,61.0554466946,3.612405785311,0.338747601773,0.1570022635776,-0.412981275721,-8.02334073121,1.055907778653,6.44651676592,89,450.038724,3.88888888888889,0,922.95359225,-38.00001468584,-0.14486345424,76.9117696736,276.25404744,4.69708992
Chrysler 2021,2570.664,43.32334,41.58657,-93.19307,14.2,28.76623,0,0,3,71,-1.84584,1.564911,1.711639,6.52306,39.46907,-16.53084,-5.720497,43.09952,55.68628,1891,24.70588,0.055,0.705,116.344,110.9997364414,111.433232,13.9765452284,7.94187724443,61.0808420798,3.61418833488,0.0918003614213,-0.1164826587197,-0.1458886095156,-7.66109388674,1.270262739515,6.24832601169,89,697.559946,3.88888888888889,0,1432.09838827,-5.000002041212,-0.14486345424,118.8981504128,276.23237616,4.698470664
Chrysler 2021,2571.667,43.34607,41.58645,-93.19273,14.1,27.77918,0,0,3,71,2.490799,-0.1440582,-0.1290283,6.492011,39.15775,-16.32848,-6.899857,43.14178,55.68628,1889,23.13725,0.685,0.725,116.8427,111.9997159438,111.556352,14.6035475996,7.66936936394,61.122411332,3.617045183807,-0.552020214284,-0.0799061729585,0.482189695582,-7.07401363263,1.235834247361,5.65046799422,89,675.058086,3.88888888888889,0,1382.95916921,-8.00000381752,0.1923545556,114.9400019712,276.09131472,4.699144272
Chrysler 2021,2572.667,43.35899,41.58632,-93.19241,14.1,27.2919,0,0,3,71,-0.9443665,-1.016525,1.392426,6.463713,39.14779,-16.41377,-6.802494,43.302,44.70588,1881,20.78431,0.055,0.725,116.8427,111.9997159438,111.510176,14.8642884148,7.53483967795,61.1500436998,3.618896249297,0.1027172359577,-0.0592312468076,0.0543081620158,-8.00537880828,1.181646725581,6.01825612087,89,660.056846,3.88888888888889,0,1358.70026883,-10.00000132452,-3.32232E-16,113.4040720352,276.25779648,4.704170424
Chrysler 2021,2573.671,43.3723,41.5862,-93.19207,14.1,27.79396,0,0,3,71,-0.7955475,-1.119476,-0.3375702,6.676666,38.80242,-16.01221,-6.089016,42.52637,49.01961,1890,22.7451,0.565,0.725,116.5272,111.9997159438,111.234528,14.59578447016,7.67345003592,61.1707076254,3.620458488004,-0.403436737207,-0.1110614681337,0.0883875351044,-7.33761468146,1.266221078255,5.88338472638,89,675.058086,3.88888888888889,0,1383.69489219,-8.00000381752,-3.32232E-16,114.9402847216,276.75782088,4.714792704
Chrysler 2021,2574.669,43.39823,41.58607,-93.19174,14.1,28.17748,0,0,3,71,2.826309,-1.647446,-0.8894501,6.653539,38.79063,-16.41299,-6.195717,42.07068,52.15686,1891,23.13725,0.175,0.725,116.5272,111.9997159438,111.193648,14.39712318184,7.77933552444,61.2167830296,3.623679114832,-0.1089131392454,-0.1070668071879,-0.2572301592882,-7.60226729374,1.294662059565,6.35011430564,89,682.558706,3.88888888888889,0,1402.78830965,-7.00000161664,-3.32232E-16,116.4647111808,276.7833936,4.722232872
Chrysler 2021,2575.671,43.41235,41.58595,-93.19141,14.1,28.25218,0,0,3,71,-0.3765869,0.262619,1.416458,6.735494,38.62415,-16.95847,-4.784821,41.10199,51.76471,1879,23.13725,0.45,0.725,116.8359,111.9997159438,111.185248,14.35905578808,7.79995843812,61.2483582804,3.625779638841,-0.0736161776021,-0.00959084692993,0.2433099585784,-7.51724305479,1.177605064321,5.81452713247,89,682.558706,3.88888888888889,0,1406.50729406,-7.00000161664,-3.32232E-16,117.5192213568,277.03186656,4.716813528
Chrysler 2021,2576.668,43.4246,41.58582,-93.19107,14.2,28.0729,0,0,3,71,-11.9684,6.8367,5.900909,6.958296,38.54762,-17.14917,-5.82732,41.38672,53.72549,1884,24.31373,0.235,0.725,116.3166,110.9997364414,111.188688,14.32173239632,7.75046041696,61.2699234364,3.627361940221,0.850231721465,-0.492865960209,-0.735629593475,-8.44830952546,1.65301811927,6.72508659186,89,682.558706,3.88888888888889,0,1397.58155004,-7.00000161664,-0.1984281528,116.4635652976,277.38991512,4.70535
Chrysler 2021,2577.671,43.43583,41.5857,-93.19074,14.2,28.45691,0,0,3,71,-2.661957,6.058563,4.763748,6.652205,38.10752,-17.00227,-5.703373,41.77542,57.2549,1877,23.13725,0.645,0.705,116.3166,111.9997159438,111.247808,14.25575004752,7.85648218024,61.2925024766,3.62892872142,0.721354543441,0.2461645113837,-0.2363428782806,-8.43783046708,0.879274379949,6.35146457407,89,690.059326,3.88888888888889,0,1416.69946136,-6.000002173664,-0.006965356656,118.49697224,277.4626404,4.696148088
Chrysler 2021,2578.671,43.45364,41.58557,-93.19041,14.2,28.04302,0,0,3,71,-3.722641,3.261368,3.190536,6.647417,37.97417,-17.34174,-5.772812,41.52167,60.39216,1884,23.92157,0.055,0.705,118.4883,111.9997159438,111.385968,14.46615381312,7.74221200857,61.3144538742,3.630390646762,0.462874151411,0.2080281760249,-0.1007929967646,-7.95059387654,0.897985503737,6.26943348094,88,682.558706,3.88888888888889,0,1396.09422843,-7.00000161664,0.19146280224,116.3396015696,277.44944256,4.692490488
Chrysler 2021,2579.667,43.482,41.58544,-93.19008,14.2,27.98605,0,0,3,71,-4.228989,8.144821,5.483017,6.69365,38.26952,-17.19823,-6.180729,42.15814,60.78431,1903,23.92157,0.055,0.685,119.3848,112.9997115396,111.605888,14.62502587448,7.72648363002,61.3761398764,3.634710935195,0.1709264571805,0.487427395966,-0.304858302588,-7.45916322424,0.658033659696,6.6571281609,88,675.058086,3.88888888888889,0,1393.25793016,-8.00000381752,0.17733419448,114.9440497664,277.19542224,4.685547144
Chrysler 2021,2580.671,43.49461,41.5853,-93.18975,14.2,27.8066,0,0,3,71,4.037735,-2.890777,-1.857315,6.482264,38.71769,-17.54605,-6.721031,42.05573,61.56863,1907,24.31373,0.625,0.705,119.9974,112.9997115396,112.151904,14.71940784248,7.67694018394,61.400183416,3.636201629653,-0.55700553944,-0.346010400001,0.610609062504,-6.78735743616,1.437016318605,5.6726209309,88,667.557466,3.88888888888889,0,1384.32402152,-9.0000060184,0.17733419448,113.967459648,277.00446504,4.687647216
Chrysler 2021,2581.669,43.50724,41.58516,-93.18943,14.2,28.17814,0,0,3,71,-5.102523,1.951782,3.2733,6.32294,40.02945,-17.11456,-7.050709,42.75809,61.17647,1901,23.92157,0.705,0.685,120.6063,112.9997115396,112.644528,14.52532960648,7.77951722412,61.4240338348,3.638012569797,0.387527344211,-0.2198390014142,-0.2089207857534,-7.75988903487,1.226703019003,6.4786976555,88,675.058086,2.77777777777778,0,1402.82096813,-8.00000381752,-3.32232E-16,115.8547590416,276.92600952,4.690426992
Chrysler 2021,2582.671,43.52232,41.58501,-93.1891,14.2,28.1912,0,0,3,71,0.4561157,-2.702759,-0.3549347,5.944646,39.62169,-18.60014,-7.601532,39.67459,60.78431,1913,24.31373,0.705,0.685,121.382,112.9997115396,113.106992,14.51859957696,7.78312093444,61.451601829,3.63986477091,0.0498952226577,-0.00800727771851,0.1931373670107,-7.41799984919,1.050219582391,6.2162944746,88,675.058086,2.77777777777778,0,1403.4709626,-8.00000381752,-3.32232E-16,115.1813815232,276.43717128,4.690387368
Chrysler 2021,2583.672,43.54823,41.58485,-93.18878,14.1,28.53228,0,0,3,71,3.52359,-1.70549,-2.013992,5.848176,39.78252,-17.77115,-7.495869,41.21863,67.84314,1930,25.4902,0.41,0.665,122.5922,113.9997232288,113.684368,14.4719867888,7.87729057901,61.5048870764,3.643413971326,-0.0644142963723,-0.0320747273917,0.2210834734171,-7.34899290279,0.996630689775,6.13291616105,88,675.058086,2.77777777777778,0,1420.45155784,-8.00000381752,0.18565358856,115.5481236736,276.5651568,4.697269752
Chrysler 2021,2584.674,43.56083,41.58469,-93.18846,14.2,27.98523,0,0,3,71,1.572998,-0.6415558,-0.6558685,5.753172,39.84249,-17.32043,-7.717503,41.81088,68.62745,1939,23.92157,0.33,0.665,124.1453,114.9997188246,114.364096,14.8843126972,7.72625650542,61.5255831888,3.644874761045,-0.2532852723457,-0.1483056814456,0.2093726532359,-7.16232972238,1.06908036347,6.08306900551,88,660.056846,2.77777777777778,0,1393.21710706,-10.00000132452,0.21447486696,112.8066799664,276.20201808,4.706611872
Chrysler 2021,2585.672,43.57488,41.58453,-93.18814,14.2,28.11573,0,0,3,71,0.3645782,-3.931366,-0.1975555,5.598765,39.94242,-17.88257,-8.771461,39.79327,69.01961,1948,24.31373,0.135,0.625,125.3953,114.9997188246,115.15744,14.8152267972,7.7622860378,61.5540524134,3.646800399112,-0.2148285911359,-0.1229434035963,0.453282063941,-7.2680103251,1.07851090641,5.91961032523,88,660.056846,2.77777777777778,0,1399.71387663,-10.00000132452,0.21447486696,112.8091056672,276.13810152,4.714119096
Chrysler 2021,2586.665,43.58857,41.58436,-93.18783,14.2,28.24623,0,0,3,71,-1.351822,0.7645569,0.5969543,5.590531,40.46935,-16.28961,-7.336945,39.95844,67.45098,1961,23.92157,0.115,0.645,126.7682,115.9997144204,115.868512,14.87501054648,7.79831557018,61.5796087326,3.648444024134,-0.468660493595,0.2044882781711,-0.1689323271181,-6.93375335646,0.754583338859,6.60563507996,88,660.056846,2.77777777777778,0,1406.21109979,-10.00000132452,0.17513058192,112.5814023056,276.14151528,4.712784072
Chrysler 2021,2587.67,43.59946,41.58419,-93.18752,14.2,28.43474,0,0,3,71,4.617981,-0.6996765,-1.777527,5.660056,40.84312,-17.68567,-8.412052,40.73068,60.78431,1973,23.13725,0.195,0.645,127.6731,115.9997144204,116.125456,14.77639839568,7.85035738686,61.6037166458,3.65008537791,-0.459836809446,0.02533656178893,0.467713476888,-6.96159692781,1.060548069077,6.02169732416,88,660.056846,2.77777777777778,0,1415.5954233,-10.00000132452,0.17513058192,112.6434139328,276.36176376,4.714131288
Chrysler 2021,2588.671,43.62569,41.58401,-93.18721,14.2,27.63344,0,0,3,71,-4.146759,2.117569,2.524338,5.870217,40.84394,-17.7843,-10.05754,41.00409,49.41177,1973,22.7451,0.215,0.645,128.5002,116.9997100162,116.414064,15.33595167128,7.62913424105,61.6267302078,3.651881554955,0.394623721093,0.02891196286321,-0.1537985612268,-7.77875012075,1.080307098703,6.54111785229,88,637.554986,2.77777777777778,0,1375.70354357,-13.00000792716,0.19614340248,109.4691091264,276.24368424,4.71135456
Chrysler 2021,2589.683,43.63906,41.58382,-93.1869,14.2,29.25894,0,0,3,71,-5.124664,3.093262,4.465225,6.133687,41.31835,-17.31761,-8.500336,38.85028,47.84314,1964,22.35294,0.685,0.645,129.2757,116.9997100162,116.303264,14.4839545924,8.07790595278,61.6803856034,3.655338769908,-0.1270057913243,-0.1185000146183,-0.497491924986,-7.17250702777,1.312624896898,6.90351709726,88,675.058086,2.77777777777778,0,1456.6271747,-8.00000381752,0.19614340248,116.4396059216,275.7194892,4.719876768
Chrysler 2021,2590.772,43.6622,41.58363,-93.18661,14.2,20.79581,0,0,3,71,-1.443939,0.5496063,0.3717346,5.635161,41.49416,-18.43553,-10.96686,38.23035,37.64706,1963,21.56863,0.725,0.625,130.4493,115.9997144204,115.61368,20.20421609512,5.74137677192,61.7254954036,3.657931397217,0.686809922106,0.02875928804231,-0.0887022421369,-8.19144457873,1.13688944194,6.33050645731,88,480.041204,2.77777777777778,0,1035.29876345,-34.00001277708,-0.1917243816,82.8016986112,275.52612408,4.7353728
Chrysler 2021,2591.668,43.67587,41.58345,-93.18633,14.2,30.08099,0,0,3,71,2.670792,-0.4746704,-2.225342,5.874012,40.82584,-18.72186,-10.09649,40.76779,47.45098,1975,22.7451,0.055,0.645,130.7313,115.9997144204,115.275232,13.9677234904,8.30486399474,61.7471893068,3.659488714891,-0.334723009369,-0.2943793356483,0.1450184636208,-7.3184548906,1.46470901346,6.08277030053,88,697.559946,2.77777777777778,0,1497.55278604,-5.000002041212,-0.1917243816,119.0443472512,275.63131056,4.742959272
Chrysler 2021,2592.664,43.68966,41.58326,-93.18604,14.2,29.2886,0,0,3,71,-1.137161,-1.208084,-0.1541595,6.141895,39.80096,-17.79753,-10.1931,38.42261,47.84314,1957,21.96078,0.075,0.625,130.9814,115.9997144204,114.99216,14.34561698624,8.08609379461,61.777171311,3.661659268985,0.2352333721605,0.0901642810936,0.2194970451723,-7.98367392907,1.090934899971,5.81363101753,88,675.058086,2.77777777777778,0,1458.10406374,-8.00000381752,-3.32232E-16,116.9745696784,276.13794912,4.764895728
Chrysler 2021,2593.667,43.71565,41.58307,-93.18575,14.1,29.28415,0,0,3,71,-1.35054,-1.067276,-0.1859741,6.401418,39.42348,-18.59541,-8.961319,39.03699,48.62745,1941,22.35294,0.075,0.625,130.7632,114.9997188246,114.802688,14.22411083104,8.08486732177,61.8236329568,3.664911693257,-0.0251969537869,0.0508554677281,-0.36060396708,-7.65720157797,1.125064077543,6.34338125155,88,682.558706,2.77777777777778,0,1457.88225823,-7.00000161664,-0.194875404,117.9208906224,276.07052736,4.794504
Chrysler 2021,2594.666,43.71565,41.58288,-93.18545,14.1,29.28415,0,0,3,71,0.8078003,0.8230133,-1.058456,6.472244,38.7393,-18.62233,-9.678516,40.31671,48.62745,1941,22.35294,0.075,0.625,130.7061,114.9997188246,114.645952,14.22411083104,8.08486732177,61.8236329568,3.664911693257,0.2087393986783,0.000737571175845,-0.1207585290681,-7.90808023306,1.158594625951,6.18890200873,88,682.558706,2.77777777777778,0,1457.88225823,-7.00000161664,-0.194875404,117.9208906224,276.16032144,4.82461824
Chrysler 2021,2595.666,43.7486,41.5827,-93.18516,14.2,29.05923,0,0,3,71,0.4616241,1.354889,-1.357574,6.516862,38.85461,-18.28172,-10.00623,40.7226,57.64706,1941,23.52941,0.235,0.625,130.6984,114.9997188246,114.607296,14.33420186984,8.02277145613,61.8883927984,3.669415195534,-0.327655893383,-0.0558578617401,-0.0791795578546,-7.27744086804,1.121471692957,6.23096454673,89,682.558706,2.77777777777778,0,1446.68493549,-7.00000161664,-3.32232E-16,117.0151964464,276.61328472,4.854132024
Chrysler 2021,2596.667,43.76054,41.58251,-93.18487,14.2,28.78439,0,0,3,71,-2.37674,-1.837021,0.5024567,6.429209,38.76126,-18.30782,-10.16281,39.85568,61.96078,1944,23.92157,0.705,0.645,130.9998,114.9997188246,114.701456,14.4710727292,7.94688912727,61.9132731948,3.671207587169,-0.0964111471085,-0.2147535796098,0.1920245080796,-7.53580543569,1.324749575877,5.89895396146,89,675.058086,2.77777777777778,0,1433.00239314,-8.00000381752,-3.32232E-16,115.729589904,277.0595424,4.87983276
Chrysler 2021,2597.665,43.77243,41.58232,-93.18458,14.2,28.50855,0,0,3,71,0.6298218,-0.01226807,0.1190948,6.396146,38.52983,-17.37529,-9.765034,38.92868,61.17647,1941,23.92157,0.49,0.645,130.6398,114.9997188246,114.534048,14.61108540272,7.8707380343,61.9363672238,3.672638472149,0.2876652097004,0.0451895219391,0.1426189787085,-7.97753828494,1.066984856595,5.86781853931,89,667.557466,2.77777777777778,0,1419.27040948,-9.0000060184,-3.32232E-16,114.7977338752,277.09236936,4.903872336
Chrysler 2021,2598.666,43.7875,41.58213,-93.1843,14.1,28.46456,0,0,3,71,-1.234467,1.421005,1.973282,6.433642,38.41977,-18.30827,-9.718575,40.4682,60.78431,1943,23.52941,0.645,0.645,130.9804,114.9997188246,114.452912,14.633669052,7.85859065361,61.9579323798,3.674189354626,-0.439650144017,-0.333630297784,-0.379564722887,-7.15379834239,1.407078764385,6.40086062413,89,667.557466,2.77777777777778,0,1417.08002337,-9.0000060184,-3.32232E-16,114.5026168656,277.31597064,4.929131112
Chrysler 2021,2599.665,43.81516,41.58194,-93.18401,14.1,28.78439,0,0,3,71,4.402527,-1.353424,-2.128036,6.516235,38.35806,-18.69682,-9.933132,39.685,56.86274,1939,23.13725,0.76,0.645,130.8285,114.9997188246,114.484944,14.4710727292,7.94688912727,62.015514565,3.678170848864,-0.225937398862,0.0416625476477,0.17895781113,-7.39823960036,1.079259192865,5.81692286833,89,675.058086,2.77777777777778,0,1433.00239314,-8.00000381752,-3.32232E-16,116.0280106288,277.19722056,4.963247376
